pcb_material,solder_type,coating_type,component_density,via_structure,surface_finish,process_line,chamber_id,laminate_vendor,thickness_mm,copper_layers,copper_weight_oz,thermal_cycles,temp_min_c,temp_max_c,temp_span_c,ramp_rate_c_per_min,dwell_hot_min,dwell_cold_min,humidity_percent,vacuum_kpa,vibration_rms_g,initial_scale_coeff,rework_count,pcb_area_cm2,hole_density_per_dm2,copper_imbalance_percent,void_fraction_percent,ionic_contamination_ug_cm2,board_age_days,cycles_per_day,peak_assembly_temp_c,inspection_delay_hours,tg_c,cte_z_ppm,moisture_absorption_percent,warp_energy_index,via_fatigue_index,solder_creep_index,delamination_risk_index,residual_stress_index,deformation_um,drift_percent,post_scale_coeff,exceeds_threshold,severe_threshold
FR4,SnAgCu,Acrylic,High,Through,OSP,LineA,Chamber_3,VendorC,1.333,6,1.0,115,-40,85,125,10.257,7,94,57.47,2.578,17.651,0.992138,0,101.23,575.38,33.03,7.322,0.092,132,3.509,255,12.55,136.0,69.0,0.18,5.65,34.459,8.381,10.772,1.772,10.786,1.9814,1.011796,0,0
HighTg_FR4,LowTemp,Silicone,Medium,Through,ImmAg,LineB,Chamber_1,VendorC,1.795,2,1.0,1604,-40,70,110,0.851,67,34,46.24,0.497,7.386,0.972337,2,114.85,615.4,31.79,5.412,0.16,408,3.644,245,,172.0,55.0,0.13,3.432,121.81,166.749,6.172,3.395,17.151,3.6286,1.007619,1,0
Rogers,SnAgCu,Acrylic,UltraHigh,StackedMicrovia,OSP,LineC,Chamber_2,VendorE,2.712,8,1.0,1209,-55,85,140,13.123,65,24,25.41,86.757,2.934,0.989775,3,195.55,74.38,21.27,3.881,0.176,235,7.811,255,19.14,287.0,31.0,0.05,5.321,131.567,88.55,5.053,3.632,5.43,3.1697,1.021148,1,0
Polyimide,SnPb,NanoCeramic,Medium,StackedMicrovia,ENIG,LineD,Chamber_1,VendorD,1.123,6,1.0,355,-40,125,165,3.579,72,89,31.4,0.093,0.716,1.006125,0,208.53,310.42,0.66,2.354,0.349,676,3.857,255,19.35,255.0,47.0,0.27,4.229,156.451,55.808,5.912,2.709,3.324,2.6337,1.032623,0,0
Ceramic,LowTemp,Acrylic,Medium,Microvia,ImmAg,LineC,Chamber_1,VendorD,1.956,4,1.0,591,-40,105,145,16.818,92,107,59.74,57.45,5.803,0.996752,1,177.2,328.57,12.63,1.943,0.162,129,1.778,265,64.14,400.0,8.0,0.01,3.585,136.065,97.66,4.546,2.399,6.898,3.1324,1.027974,1,0
HighTg_FR4,SnPb,None,High,BlindBuried,ENIG,LineC,Chamber_1,VendorC,0.834,6,2.0,1501,-40,105,145,15.602,82,33,19.96,0.104,6.156,0.996297,0,196.74,314.34,6.76,13.26,0.235,404,1.88,245,45.2,172.0,55.0,0.13,8.657,229.689,184.33,9.118,2.79,17.584,5.3598,1.049696,1,1
Polyimide,SnAgCu,NanoCeramic,High,Microvia,HASL,LineB,Chamber_2,VendorB,1.252,8,1.0,1773,-40,70,110,11.522,29,65,6.3,23.046,7.666,1.013282,1,39.86,199.31,19.83,1.367,0.73,205,7.286,255,48.25,255.0,47.0,0.27,1.732,155.948,103.262,3.651,4.412,14.379,2.8364,1.042023,0,0
FR4,LowTemp,Parylene,Medium,StackedMicrovia,ENIG,LineA,Chamber_1,VendorA,0.845,6,0.5,1919,-55,150,205,16.126,54,113,29.85,18.774,2.61,0.988432,0,141.66,352.5,13.58,2.826,0.971,198,4.287,265,70.05,136.0,69.0,0.18,8.966,612.459,413.012,72.349,3.587,57.732,10.5235,1.09245,1,1
Polyimide,SnPb,Acrylic,High,BlindBuried,ENIG,LineC,Chamber_3,VendorD,1.393,12,0.5,509,-40,85,125,17.781,14,48,33.98,7.528,8.868,0.989605,0,75.46,511.76,14.16,7.306,0.521,502,6.747,255,29.06,255.0,47.0,0.27,2.372,94.941,49.922,7.699,2.987,0.181,1.7627,1.007048,0,0
FR4,SnAgCu,Parylene,UltraHigh,Through,ENIG,LineB,Chamber_3,VendorC,1.134,10,2.0,1869,-20,85,105,14.129,81,52,92.6,19.151,16.981,1.003971,1,110.94,482.15,31.38,5.083,0.712,508,5.037,245,20.1,136.0,69.0,0.18,7.295,112.525,134.616,12.351,3.892,15.613,3.8335,1.042458,1,0
Polyimide,SnPb,Silicone,High,Microvia,ENIG,LineA,Chamber_1,VendorB,2.377,6,2.0,962,-40,85,125,11.578,51,86,59.53,0.098,4.185,0.991458,0,174.08,652.36,30.74,6.64,0.75,603,2.1,235,19.52,255.0,47.0,0.27,5.552,116.542,96.311,9.586,2.476,5.491,3.7008,1.02815,1,0
Rogers,SACXPlus,Acrylic,High,StackedMicrovia,ENIG,LineD,Chamber_3,VendorC,1.673,12,2.0,686,-40,85,125,8.528,25,78,43.33,0.855,12.326,0.991398,2,228.22,519.98,9.22,3.493,2.021,619,2.415,265,14.72,287.0,31.0,0.05,5.187,102.744,40.909,6.983,2.729,7.336,3.2919,1.024034,1,0
FR4,LowTemp,Parylene,Medium,Through,ENIG,LineB,Chamber_1,VendorD,1.551,8,3.0,1286,-40,105,145,14.793,106,20,96.44,0.645,0.684,1.018591,0,97.22,533.09,21.2,2.193,0.158,637,1.509,255,60.32,136.0,69.0,0.18,4.068,155.09,201.834,18.985,2.931,19.744,4.0103,1.059439,1,0
Polyimide,SnPb,Parylene,Medium,BlindBuried,ENIG,LineA,Chamber_1,VendorC,2.154,4,1.0,308,-20,105,125,12.916,60,10,39.8,86.903,11.589,0.987135,3,146.2,216.86,29.44,3.944,0.562,611,1.218,255,21.1,255.0,47.0,0.27,3.866,57.545,42.568,7.418,2.191,12.205,1.9785,1.006666,0,0
FR4,SnAgCu,Acrylic,Medium,Through,,LineD,Chamber_1,VendorA,2.689,8,0.5,1041,-55,105,160,8.929,12,47,94.15,1.815,16.875,0.99121,1,41.78,41.27,32.64,2.611,0.169,89,5.351,235,8.81,136.0,69.0,0.18,1.285,81.428,90.174,18.547,2.776,9.797,3.8812,1.029681,1,0
Polyimide,SnAgCu,Silicone,Low,BlindBuried,ImmAg,LineB,Chamber_3,VendorE,1.333,6,2.0,997,-40,70,110,9.401,16,57,92.61,0.073,5.082,1.005267,1,169.52,368.92,25.3,5.88,0.724,577,6.803,255,55.91,255.0,47.0,0.27,4.561,96.498,58.186,13.011,3.757,7.853,5.8221,1.063795,1,1
FR4,SnAgCu,Acrylic,High,Microvia,OSP,LineC,Chamber_2,VendorA,0.84,6,1.0,1327,-40,150,190,4.738,39,76,,0.359,14.692,0.999413,1,70.85,549.59,3.38,1.859,0.245,642,5.95,265,69.37,136.0,69.0,0.18,3.406,282.608,165.003,42.585,4.123,23.972,6.1507,1.060884,1,1
Rogers,SnAgCu,None,Medium,Through,HASL,LineA,Chamber_1,VendorE,0.931,6,2.0,431,-40,105,145,14.364,114,51,54.32,30.571,1.484,0.983518,2,122.12,290.89,23.12,7.852,0.426,67,7.718,255,,287.0,31.0,0.05,7.38,81.522,44.142,7.077,2.477,0.0,2.275,1.005893,0,0
FR4,SACXPlus,NanoCeramic,Medium,StackedMicrovia,HASL,LineB,Chamber_2,VendorC,2.5,8,1.0,173,-40,125,165,15.907,17,21,81.6,43.886,6.448,,2,90.33,573.76,16.71,2.133,0.155,585,7.743,245,24.27,136.0,69.0,0.18,2.062,57.988,15.835,48.333,2.481,6.656,2.8501,1.050519,0,0
Rogers,SnAgCu,Silicone,Medium,Microvia,HASL,LineC,Chamber_2,VendorE,2.476,10,0.5,847,-40,85,125,1.084,52,92,35.8,57.571,0.121,,1,29.25,441.84,9.82,4.059,0.499,335,8.062,245,12.84,287.0,31.0,0.05,0.497,91.018,62.053,3.744,3.205,0.0,1.2926,1.003271,0,0
Ceramic,SACXPlus,Silicone,Medium,Through,HASL,LineA,Chamber_2,VendorE,1.698,4,0.5,2165,-40,150,190,2.725,51,55,39.84,0.15,6.392,0.997054,1,182.45,245.76,30.31,1.491,0.527,262,6.632,235,56.77,400.0,8.0,0.01,8.813,149.565,220.896,3.374,4.685,26.464,5.3899,1.050794,1,1
Polyimide,SnAgCu,Silicone,Medium,Microvia,HASL,LineC,Chamber_2,VendorB,1.01,8,1.0,1269,-40,125,165,17.849,77,12,,9.34,5.577,1.005242,0,155.5,252.83,21.71,10.978,0.515,309,4.272,235,47.91,255.0,47.0,0.27,8.914,219.008,133.889,7.293,3.228,9.561,4.4803,1.05028,1,0
Ceramic,SnAgCu,Silicone,High,Microvia,HASL,LineA,Chamber_3,VendorD,1.806,6,1.0,1223,-65,105,170,3.863,74,74,29.5,1.064,12.47,,1,199.51,484.26,31.04,,1.038,327,3.218,245,14.59,400.0,8.0,0.01,10.373,167.397,109.364,3.26,2.639,17.731,4.0364,1.067359,1,0
Ceramic,SnAgCu,Acrylic,Medium,BlindBuried,ImmAg,LineA,Chamber_2,VendorA,2.104,10,1.0,1432,-20,70,90,13.468,62,52,18.55,13.39,5.301,,0,228.08,411.81,2.29,2.984,0.673,708,1.038,255,68.25,400.0,8.0,0.01,1.744,77.92,85.379,2.453,2.864,,1.1048,1.006076,0,0
Rogers,SnAgCu,NanoCeramic,Medium,BlindBuried,ImmAg,LineA,Chamber_1,VendorA,1.398,6,0.5,1137,-55,85,140,9.07,98,67,,26.32,14.816,0.988967,1,109.21,65.56,26.66,3.672,0.353,630,7.981,265,42.84,287.0,31.0,0.05,4.403,124.839,84.851,6.649,3.925,5.275,4.4803,1.033276,1,0
FR4,LowTemp,Silicone,Medium,Microvia,OSP,LineB,Chamber_3,VendorB,0.873,4,1.0,511,-65,125,190,9.767,9,104,6.11,0.364,5.246,1.005973,0,185.9,395.62,19.94,8.684,0.6,106,2.712,265,42.81,136.0,69.0,0.18,13.273,245.782,91.35,36.177,2.262,16.507,4.0911,1.047129,1,0
Polyimide,SACXPlus,Silicone,High,BlindBuried,ENIG,LineA,Chamber_1,VendorC,1.376,4,2.0,2168,-65,85,150,2.664,51,28,45.05,2.242,4.02,1.025058,1,86.79,49.59,10.25,4.647,0.381,657,1.647,235,28.83,255.0,47.0,0.27,3.31,160.142,126.501,7.753,2.871,24.601,3.7255,1.063247,1,0
FR4,SACXPlus,Acrylic,Low,Through,OSP,LineC,Chamber_2,VendorA,2.15,2,2.0,531,-40,105,145,3.171,13,82,39.51,0.602,8.901,1.001631,0,114.09,392.02,29.81,,0.236,331,1.087,245,15.17,136.0,69.0,0.18,3.081,52.322,38.086,10.746,2.082,3.114,1.7276,1.018935,0,0
Polyimide,SnAgCu,Acrylic,Medium,Through,OSP,LineB,Chamber_2,VendorC,2.755,4,2.0,1423,-40,125,165,10.74,40,19,41.67,1.599,11.816,0.996574,0,203.57,650.77,27.1,4.309,0.365,622,2.381,235,42.24,255.0,47.0,0.27,5.467,98.669,147.458,9.436,3.028,22.081,3.8659,1.035101,1,0
FR4,LowTemp,,Medium,Through,ImmAg,LineA,Chamber_1,VendorE,1.099,4,1.0,1911,-40,125,165,7.295,36,95,83.63,0.455,15.997,1.004696,1,217.47,82.42,19.32,,0.287,526,7.319,245,30.56,136.0,69.0,0.18,10.576,247.584,342.378,38.388,4.626,41.324,7.6842,1.081899,1,1
HighTg_FR4,SnAgCu,Acrylic,Medium,Microvia,OSP,LineB,Chamber_1,VendorE,2.621,4,1.0,1462,-40,85,125,14.516,107,48,81.54,0.661,14.643,0.975096,3,101.46,349.04,33.04,8.409,0.989,509,8.088,255,12.2,172.0,55.0,0.13,2.529,111.865,108.525,13.617,4.16,21.555,5.0197,1.024043,1,0
HighTg_FR4,SACXPlus,None,UltraHigh,Through,OSP,LineA,Chamber_2,VendorB,1.659,10,1.0,2081,-65,150,215,17.518,83,93,67.03,0.396,9.441,0.99262,1,196.22,546.82,27.14,2.432,1.383,47,2.426,245,1.88,172.0,55.0,0.13,15.081,171.422,213.963,35.754,2.39,25.848,6.2975,1.05513,1,1
HighTg_FR4,SnPb,Silicone,High,Microvia,ImmAg,LineB,Chamber_3,VendorC,2.093,4,0.5,424,-55,85,140,14.772,33,10,69.4,0.483,17.609,0.978096,2,188.03,311.6,15.89,4.15,0.61,285,7.197,255,63.75,172.0,55.0,0.13,4.525,90.852,44.153,10.696,2.888,19.193,3.8367,1.015623,1,0
HighTg_FR4,SnAgCu,Parylene,UltraHigh,BlindBuried,ENIG,LineD,Chamber_3,VendorA,2.514,4,0.5,1428,-20,125,145,7.782,79,82,79.93,4.044,5.337,0.99568,0,59.4,264.68,1.86,0.536,0.274,643,5.164,235,67.13,172.0,55.0,0.13,0.878,108.885,150.222,10.731,4.176,10.554,3.7177,1.032697,1,0
Ceramic,SnAgCu,Acrylic,High,Microvia,HASL,LineC,Chamber_2,VendorB,1.871,8,2.0,239,-40,105,145,9.094,101,34,41.42,4.792,17.99,0.993844,1,156.88,412.69,20.7,6.648,1.59,242,2.745,255,7.7,400.0,8.0,0.01,5.63,65.434,26.627,4.514,1.987,9.597,2.2237,1.015944,0,0
Ceramic,SnAgCu,Acrylic,Medium,BlindBuried,HASL,LineC,Chamber_1,VendorE,0.829,4,1.0,1243,-20,85,105,3.495,27,50,47.45,54.746,6.933,0.96835,0,128.14,600.93,14.74,0.483,,509,2.78,265,21.48,400.0,8.0,0.01,4.69,129.595,87.775,4.866,2.8,15.939,3.6042,1.003251,1,0
HighTg_FR4,SnAgCu,Silicone,Medium,StackedMicrovia,ENIG,LineB,Chamber_1,VendorE,1.258,8,0.5,436,-65,85,150,12.766,70,32,28.52,,4.723,1.002151,1,31.95,609.36,19.7,0.711,0.121,258,3.633,245,52.38,172.0,55.0,0.13,1.383,127.682,34.587,7.325,2.404,18.254,2.6046,1.028253,0,0
Polyimide,SACXPlus,None,Medium,StackedMicrovia,HASL,LineA,Chamber_2,VendorB,2.386,10,1.0,1462,-20,125,145,8.495,62,51,27.9,7.401,6.89,1.007417,1,139.47,204.01,1.61,1.419,0.542,99,1.558,265,,255.0,47.0,0.27,1.504,140.037,126.026,7.238,2.299,14.37,3.2789,1.040449,1,0
Rogers,LowTemp,NanoCeramic,Medium,Through,HASL,LineC,Chamber_1,VendorB,1.861,4,1.0,745,-20,105,125,15.547,111,97,91.98,76.915,10.545,0.997679,1,235.45,677.62,28.0,0.672,0.319,308,5.663,255,28.94,287.0,31.0,0.05,6.676,94.773,122.442,6.714,2.831,14.07,2.6573,1.024191,0,0
FR4,SACXPlus,Acrylic,Medium,Microvia,HASL,LineB,Chamber_2,VendorB,1.391,6,1.0,317,-40,70,110,12.015,48,11,75.98,1.732,8.531,,0,191.14,130.58,27.38,3.796,0.17,493,0.674,245,23.59,136.0,69.0,0.18,6.302,55.819,17.196,12.678,2.196,,2.0672,1.001952,0,0
FR4,SnAgCu,,Medium,Through,ENIG,LineC,Chamber_1,VendorC,1.925,4,2.0,1911,-40,70,110,3.733,84,75,47.67,18.663,0.903,1.015183,1,62.6,164.18,25.67,2.501,,666,7.613,245,71.11,136.0,69.0,0.18,2.048,88.676,114.311,11.364,5.352,18.033,4.0645,1.056446,1,0
FR4,SnPb,None,Medium,Microvia,ImmAg,LineD,Chamber_1,VendorA,1.264,6,2.0,1978,-55,105,160,7.869,71,28,9.59,79.461,6.408,1.022766,0,67.08,496.12,26.52,1.938,0.278,458,6.534,235,8.42,136.0,69.0,0.18,3.971,283.271,239.947,11.88,4.441,27.826,5.0657,1.074577,1,0
Polyimide,SnAgCu,NanoCeramic,Medium,Microvia,ENIG,LineB,Chamber_2,VendorA,1.206,6,2.0,408,-40,85,125,12.444,43,51,74.34,20.232,,1.004802,0,88.82,609.51,6.17,3.954,0.258,334,3.184,255,59.26,255.0,47.0,0.27,2.373,90.154,30.784,8.662,2.496,9.659,1.7076,1.02196,0,0
HighTg_FR4,SnPb,Acrylic,High,Through,ENIG,LineC,Chamber_2,VendorB,2.44,4,2.0,490,-40,85,125,15.556,44,70,93.26,0.092,11.939,0.99575,0,21.99,146.11,17.4,4.508,1.234,88,4.409,255,28.03,172.0,55.0,0.13,1.111,55.085,50.497,11.644,2.276,6.367,2.2446,1.018101,0,0
Ceramic,SnAgCu,Silicone,High,Through,ENIG,LineB,Chamber_2,VendorB,1.54,6,1.0,121,-40,125,165,6.834,105,17,91.26,0.217,17.155,0.995907,0,34.34,241.12,25.76,3.473,,624,3.76,245,1.41,400.0,8.0,0.01,2.073,39.961,18.411,5.812,2.185,0.126,1.5979,1.01182,0,0
Polyimide,SnAgCu,None,UltraHigh,BlindBuried,ENIG,LineA,Chamber_1,VendorD,1.275,6,2.0,1487,-65,85,150,12.315,109,108,71.7,,17.206,1.0052,2,177.67,72.57,21.19,3.79,,694,8.11,255,57.6,255.0,47.0,0.27,10.967,159.509,110.063,17.692,4.697,24.937,5.4531,1.060014,1,1
FR4,SnPb,None,Medium,Microvia,OSP,LineA,Chamber_3,VendorD,1.559,2,2.0,1970,-40,70,110,3.786,35,84,65.59,9.208,,1.00108,0,139.36,332.82,17.6,4.589,1.392,373,4.375,265,70.24,136.0,69.0,0.18,3.611,174.563,158.348,12.357,3.97,11.98,4.2113,1.043239,1,0
Rogers,SnAgCu,Parylene,Medium,Microvia,OSP,LineB,Chamber_2,VendorC,2.633,4,1.0,519,-40,105,145,16.361,60,76,17.12,8.23,10.244,1.005226,2,172.52,371.39,12.07,1.702,2.557,365,8.072,265,59.84,287.0,31.0,0.05,2.637,78.357,48.585,5.983,3.073,6.993,1.8605,1.023928,0,0
Ceramic,SnPb,None,UltraHigh,Through,HASL,LineB,Chamber_2,VendorC,1.08,6,2.0,1015,-40,105,145,10.693,22,112,13.88,0.142,12.565,1.005399,1,176.82,421.56,22.52,0.524,0.611,588,6.724,255,44.97,400.0,8.0,0.01,12.829,137.147,122.406,3.137,3.637,18.983,3.5808,1.041401,1,0
FR4,LowTemp,None,High,Through,ENIG,LineC,Chamber_2,VendorD,1.089,2,3.0,1565,-40,105,145,14.02,55,50,30.4,1.522,15.036,0.991142,0,34.35,147.37,1.33,1.805,1.508,385,6.685,245,53.77,136.0,69.0,0.18,1.806,197.867,238.201,17.595,4.278,33.066,4.1838,1.03261,1,0
HighTg_FR4,SnAgCu,Silicone,Medium,BlindBuried,HASL,LineC,Chamber_1,VendorA,1.443,8,2.0,996,-20,70,90,7.626,105,22,57.86,1.234,13.414,0.990126,2,227.98,208.16,0.96,,,97,6.144,245,20.49,172.0,55.0,0.13,2.543,76.505,63.56,7.208,2.875,7.84,2.8809,1.01865,0,0
FR4,SACXPlus,Parylene,Medium,BlindBuried,OSP,LineB,Chamber_2,VendorE,0.827,10,1.0,1668,-65,105,170,16.977,86,101,90.02,9.468,12.969,0.996635,4,233.2,533.47,14.83,2.331,0.735,492,5.879,255,20.37,136.0,69.0,0.18,13.212,209.87,122.816,23.666,3.875,18.819,7.1905,1.068298,1,1
FR4,SnPb,Acrylic,Low,Through,ImmAg,LineB,Chamber_2,VendorA,0.857,8,1.0,1669,-65,85,150,13.186,61,79,86.14,0.363,8.051,1.00561,1,25.58,94.67,18.64,3.687,0.718,138,3.613,245,61.92,136.0,69.0,0.18,1.365,200.708,165.312,15.824,3.186,13.199,4.1539,1.047382,1,0
FR4,SACXPlus,None,UltraHigh,Through,ImmAg,LineC,Chamber_2,VendorE,0.723,4,2.0,1641,-55,105,160,3.443,95,57,34.16,0.305,15.641,0.981287,0,33.05,22.79,11.03,1.402,0.792,145,1.224,265,42.72,136.0,69.0,0.18,3.193,166.35,120.311,11.863,2.399,17.689,4.4365,1.024822,1,0
Rogers,LowTemp,NanoCeramic,High,StackedMicrovia,HASL,LineB,Chamber_2,VendorA,1.007,6,2.0,1584,-40,70,110,10.263,69,15,39.69,4.664,11.926,0.997256,1,199.97,284.85,23.19,1.747,0.596,177,4.479,255,32.47,287.0,31.0,0.05,10.232,275.434,164.468,3.95,3.178,28.555,5.1,1.048116,1,0
HighTg_FR4,LowTemp,Silicone,Medium,BlindBuried,OSP,LineD,Chamber_1,VendorD,2.045,8,0.5,966,-40,85,125,5.474,56,35,34.55,0.094,2.866,0.999568,1,152.98,413.91,31.59,2.691,0.177,427,6.743,245,45.63,172.0,55.0,0.13,4.251,124.682,122.405,6.154,3.613,8.367,2.9282,1.028837,0,0
HighTg_FR4,LowTemp,Parylene,Medium,Microvia,OSP,LineA,Chamber_3,VendorA,1.112,8,1.0,890,-40,105,145,15.134,7,73,54.78,8.07,10.771,0.994159,0,238.16,626.21,4.35,10.302,0.32,127,1.398,265,27.79,172.0,55.0,0.13,5.427,222.523,133.027,8.856,2.017,25.272,4.1304,1.035222,1,0
Polyimide,SACXPlus,Parylene,Medium,BlindBuried,ImmAg,LineD,Chamber_1,VendorD,1.493,12,1.0,1351,-20,70,90,14.265,18,15,80.42,1.411,5.59,1.016833,0,72.81,46.75,16.13,0.403,0.08,235,4.232,255,64.91,255.0,47.0,0.27,1.585,76.526,64.408,6.808,3.445,0.0,2.2834,1.040052,0,0
HighTg_FR4,SnPb,Silicone,Medium,BlindBuried,ENIG,LineA,Chamber_1,VendorC,2.182,6,1.0,271,-40,150,190,9.306,67,69,78.05,2.948,3.655,1.014784,0,194.6,247.25,32.05,2.719,0.894,596,2.457,255,21.37,172.0,55.0,0.13,7.814,81.275,51.206,24.074,2.232,0.0,3.5922,1.051237,1,0
Rogers,SnAgCu,Acrylic,High,Microvia,ENIG,LineA,Chamber_2,VendorA,0.767,4,2.0,1332,-55,150,205,5.993,15,101,87.54,22.2,11.679,1.004987,0,134.48,602.45,32.47,1.98,0.165,633,4.066,255,11.96,287.0,31.0,0.05,20.52,318.61,163.904,8.998,3.051,34.077,7.255,1.077899,1,1
Ceramic,SnAgCu,Acrylic,Medium,Through,HASL,LineC,Chamber_1,VendorD,1.139,4,1.0,110,-40,85,125,15.466,7,57,54.0,0.198,11.561,1.021245,0,141.25,504.79,16.68,3.465,0.251,227,2.046,265,13.4,400.0,8.0,0.01,4.796,35.013,8.034,3.805,1.936,0.0,2.2862,1.044593,0,0
HighTg_FR4,SnPb,,Low,Through,HASL,LineA,Chamber_3,VendorA,2.791,12,1.0,1596,-40,105,145,15.428,43,76,66.55,0.247,17.185,1.01054,1,64.37,450.48,26.2,2.524,0.304,645,5.886,255,66.59,172.0,55.0,0.13,1.295,110.272,192.897,10.735,4.278,14.792,3.5223,1.046134,1,0
HighTg_FR4,SnAgCu,Parylene,Medium,StackedMicrovia,OSP,LineA,Chamber_2,VendorC,1.954,6,1.0,1348,-40,105,145,9.49,69,30,93.76,47.148,17.572,1.001609,0,152.7,26.7,6.53,7.326,0.612,239,5.629,265,22.52,172.0,55.0,0.13,2.45,167.591,119.485,9.336,3.183,22.227,5.1098,1.052789,1,0
Rogers,SnAgCu,NanoCeramic,UltraHigh,StackedMicrovia,,LineA,Chamber_1,VendorB,2.086,10,1.0,1118,-65,85,150,13.137,90,72,68.15,13.962,,0.994277,0,109.17,336.04,27.36,6.958,0.927,544,3.879,265,70.37,287.0,31.0,0.05,4.923,156.266,82.746,6.135,3.245,15.917,3.4787,1.028865,1,0
Polyimide,SnAgCu,Silicone,Medium,Microvia,ENIG,LineC,Chamber_1,VendorD,1.784,8,2.0,694,-55,85,140,5.711,117,27,21.37,0.368,3.213,0.995257,0,66.98,685.13,33.17,8.088,0.794,21,2.438,255,3.4,255.0,47.0,0.27,3.074,108.272,54.898,4.332,1.928,6.145,1.935,1.014515,0,0
Rogers,SnPb,Acrylic,Medium,Through,ImmAg,LineB,Chamber_1,VendorE,2.728,12,0.5,1136,-40,150,190,6.8,81,88,36.07,11.971,2.528,1.004566,2,203.83,475.78,11.28,4.999,1.127,122,2.659,255,,287.0,31.0,0.05,3.48,122.641,199.546,6.292,2.149,2.86,4.2326,1.047086,1,0
FR4,SnAgCu,Silicone,High,Through,ENIG,LineA,Chamber_1,VendorC,1.003,6,0.5,1413,-65,70,135,17.038,118,67,12.96,1.615,17.537,0.995538,0,65.55,574.44,7.99,2.044,1.223,229,1.999,245,59.16,136.0,69.0,0.18,2.362,131.704,87.531,8.808,2.58,15.61,3.1557,1.026955,1,0
Rogers,SnPb,Silicone,High,Through,ImmAg,LineB,Chamber_1,VendorD,0.841,12,2.0,1519,-20,105,125,13.464,39,75,16.17,,7.126,0.981797,0,84.67,369.21,4.0,3.046,0.842,339,8.229,235,29.41,287.0,31.0,0.05,3.197,164.786,183.026,3.672,4.306,15.199,4.0245,1.021309,1,0
Polyimide,LowTemp,Acrylic,High,StackedMicrovia,OSP,LineA,Chamber_1,VendorE,2.414,10,1.0,2034,-65,105,170,2.04,81,42,51.25,19.757,6.17,0.995432,1,37.28,265.83,15.21,4.067,0.452,395,2.263,245,50.83,255.0,47.0,0.27,1.236,312.33,311.06,8.873,2.977,28.337,5.4731,1.049913,1,1
FR4,SACXPlus,Parylene,High,Microvia,ImmAg,LineD,Chamber_1,VendorD,0.709,10,1.0,407,-20,85,105,8.673,6,46,73.95,0.07,11.181,1.012331,1,168.12,238.19,11.1,,0.161,693,3.849,245,42.88,136.0,69.0,0.18,7.482,85.125,23.78,10.184,2.949,1.295,4.6518,1.059423,1,0
Polyimide,SnAgCu,,Low,BlindBuried,OSP,LineA,Chamber_2,VendorB,1.879,12,1.0,135,-65,105,170,7.607,21,81,23.38,5.206,1.032,0.969111,1,81.02,561.75,16.96,4.209,0.4,40,4.465,245,49.63,255.0,47.0,0.27,1.921,51.726,13.08,5.336,1.965,0.0,0.9034,0.977866,0,0
Polyimide,SnPb,,UltraHigh,StackedMicrovia,HASL,LineB,Chamber_1,VendorC,0.703,6,2.0,1450,-20,150,170,4.773,79,77,35.44,0.655,11.642,1.016837,0,230.65,333.69,17.61,1.802,0.299,261,5.835,255,38.06,255.0,47.0,0.27,25.143,405.417,251.652,8.415,3.542,49.696,7.5209,1.093312,1,1
FR4,SnPb,Silicone,UltraHigh,Through,HASL,LineB,Chamber_1,VendorB,1.431,8,0.5,392,-40,70,110,17.913,42,85,36.96,2.528,15.764,1.006889,0,182.62,239.2,29.34,,0.646,294,6.485,245,50.79,136.0,69.0,0.18,8.764,58.51,34.308,9.294,2.619,,1.7433,1.024442,0,0
HighTg_FR4,SnPb,Silicone,Medium,BlindBuried,ImmAg,LineB,Chamber_1,VendorC,2.067,6,1.0,360,-55,85,140,3.136,70,22,83.29,0.794,13.037,0.997187,2,218.06,465.85,30.01,4.136,1.136,234,3.522,235,41.25,172.0,55.0,0.13,6.555,72.686,40.905,9.578,2.248,12.175,2.4465,1.021583,0,0
Rogers,LowTemp,NanoCeramic,High,Through,HASL,LineD,Chamber_1,VendorB,1.849,8,0.5,633,-55,85,140,6.205,114,27,22.93,63.886,7.514,1.003452,0,61.6,698.94,14.89,2.774,0.39,355,4.589,245,,287.0,31.0,0.05,1.73,99.492,87.622,3.006,2.742,4.649,1.3275,1.016773,0,0
FR4,SnAgCu,Acrylic,Medium,Through,ENIG,LineB,Chamber_1,VendorD,1.876,8,2.0,1606,-55,125,180,15.398,94,40,9.13,4.68,2.091,1.011533,1,160.03,312.64,25.8,1.631,2.382,158,7.692,255,50.4,136.0,69.0,0.18,6.504,135.801,169.557,46.856,4.278,18.712,4.5058,1.057111,1,0
HighTg_FR4,SACXPlus,Silicone,Medium,StackedMicrovia,ENIG,LineC,Chamber_1,VendorC,1.03,8,1.0,175,-40,105,145,3.075,46,50,63.39,31.162,4.342,1.000401,2,213.32,131.55,18.98,5.346,0.294,313,1.331,245,9.19,172.0,55.0,0.13,9.653,74.842,15.032,8.732,1.951,3.669,2.1639,1.022049,0,0
HighTg_FR4,SnAgCu,Acrylic,Medium,StackedMicrovia,HASL,LineB,Chamber_1,VendorC,1.319,6,2.0,880,-65,105,170,7.27,84,67,54.47,0.352,4.778,1.011384,3,231.46,456.58,24.69,1.251,0.511,52,3.979,245,19.65,172.0,55.0,0.13,11.645,195.46,81.153,10.348,2.307,17.566,5.1163,1.063129,1,0
